idx,w_struct_jaccard,l_struct_jaccard,delta_struct_jaccard,w_ngram_overlap,l_ngram_overlap,delta_ngram_overlap,w_sycophancy,l_sycophancy,delta_sycophancy,w_correction,l_correction,delta_correction,w_affirm_prefix,l_affirm_prefix
569,0.0000,0.0000,0.0000,0.1176,0.5962,0.4785,0,0,0,0,0,0,0,0
570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
571,0.0000,0.0000,0.0000,0.2377,0.3306,0.0928,0,0,0,0,0,0,0,0
572,0.0000,0.0000,0.0000,0.0177,0.0217,0.0040,0,0,0,0,0,0,0,0
573,0.5000,0.5000,0.0000,0.1368,0.2112,0.0744,0,0,0,0,0,0,0,0
574,0.2500,0.3333,0.0833,0.0010,0.0048,0.0038,2,0,-2,0,0,0,0,0
575,0.6667,0.3333,-0.3333,0.0000,0.0059,0.0059,0,0,0,0,0,0,0,0
576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
577,0.0000,1.0000,1.0000,0.0000,0.2500,0.2500,0,0,0,0,0,0,1,0
578,0.0000,0.0000,0.0000,0.1061,0.1250,0.0189,0,0,0,0,0,0,0,0
579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
580,1.0000,0.2500,-0.7500,0.1514,0.1908,0.0394,0,0,0,1,0,1,0,0
581,0.2000,0.3333,0.1333,0.0012,0.0016,0.0003,0,0,0,0,0,0,0,1
582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
583,0.3333,0.3333,0.0000,0.2276,0.2213,-0.0063,0,0,0,0,0,0,1,1
584,0.2000,0.2500,0.0500,0.0250,0.0505,0.0255,0,0,0,0,1,-1,0,0
585,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0,0,0
586,0.0000,0.0000,0.0000,0.0079,0.1163,0.1083,0,0,0,0,0,0,1,1
587,0.0000,0.0000,0.0000,0.0058,0.0069,0.0011,0,0,0,1,0,1,0,0
588,1.0000,1.0000,0.0000,0.0000,0.0040,0.0040,0,0,0,3,0,3,0,1
589,0.0000,0.0000,0.0000,0.0000,0.0134,0.0134,0,0,0,0,0,0,0,1
590,0.6000,0.6000,0.0000,0.0330,0.1512,0.1183,0,0,0,0,0,0,0,0
591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
592,1.0000,0.4000,-0.6000,0.1448,0.0000,-0.1448,0,0,0,0,0,0,1,0
593,0.5000,0.6000,0.1000,0.0000,0.1422,0.1422,0,0,0,0,0,0,0,1
594,0.7500,0.5000,-0.2500,0.1086,0.2594,0.1508,0,0,0,0,0,0,0,0
595,0.0000,1.0000,1.0000,0.0000,0.0678,0.0678,0,0,0,0,1,-1,0,0
596,0.2000,1.0000,0.8000,0.0461,0.2686,0.2224,0,0,0,0,0,0,0,0
597,0.0000,0.0000,0.0000,0.1284,0.1765,0.0480,0,0,0,0,0,0,0,0
598,0.3333,0.3333,0.0000,0.1000,0.0769,-0.0231,0,0,0,0,0,0,0,0
599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
600,0.5000,0.5000,0.0000,0.2273,0.0000,-0.2273,0,0,0,0,0,0,0,0
601,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
602,0.0000,0.0000,0.0000,0.0000,0.3500,0.3500,0,0,0,0,0,0,0,0
603,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,1
604,0.5000,0.6000,0.1000,0.0050,0.7906,0.7856,0,0,0,0,1,-1,0,0
605,0.0000,0.0000,0.0000,0.0424,0.2650,0.2226,0,0,0,0,0,0,0,0
606,0.0000,0.0000,0.0000,0.0233,0.0833,0.0601,0,0,0,0,0,0,1,1
607,0.0000,0.0000,0.0000,0.0704,0.0833,0.0129,0,0,0,0,0,0,0,0
608,0.0000,0.0000,0.0000,0.7241,0.4444,-0.2797,0,0,0,0,0,0,0,0
609,0.0000,1.0000,1.0000,0.0062,0.0000,-0.0062,0,0,0,0,0,0,0,0
610,0.0000,0.0000,0.0000,0.0658,0.2766,0.2108,0,0,0,0,0,0,0,0
611,0.0000,0.0000,0.0000,0.0681,0.0364,-0.0317,0,0,0,0,0,0,0,0
612,0.6667,0.6667,0.0000,0.0675,0.1481,0.0806,0,0,0,0,1,-1,0,0
613,0.0000,0.0000,0.0000,1.0000,0.8000,-0.2000,0,0,0,0,0,0,0,0
614,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
615,0.5000,0.5000,0.0000,0.4203,0.1743,-0.2460,0,0,0,0,0,0,1,0
616,0.0000,0.3333,0.3333,0.0592,0.1014,0.0422,0,0,0,0,0,0,0,0
617,0.5000,0.5000,0.0000,0.0245,0.0076,-0.0169,0,0,0,0,0,0,0,0
618,0.4000,0.5000,0.1000,0.0744,0.2667,0.1922,0,0,0,0,0,0,1,1
619,0.5000,0.3333,-0.1667,0.1351,0.7059,0.5707,0,0,0,0,0,0,0,0
620,0.0000,0.0000,0.0000,0.1203,0.1939,0.0737,0,0,0,0,0,0,0,0
621,0.5000,1.0000,0.5000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0
622,0.0000,1.0000,1.0000,0.0016,0.0222,0.0206,0,0,0,0,0,0,0,0
623,0.0000,0.3333,0.3333,0.0000,0.0254,0.0254,0,0,0,0,0,0,0,0
624,0.4000,0.2000,-0.2000,0.0687,0.0317,-0.0369,0,0,0,0,0,0,0,0
625,0.0000,0.0000,0.0000,0.0612,0.0379,-0.0233,0,0,0,0,0,0,0,0
626,0.3333,0.5000,0.1667,0.0023,0.0059,0.0037,0,0,0,1,0,1,0,1
627,0.2000,0.0000,-0.2000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
628,0.0000,0.0000,0.0000,0.7143,0.7143,0.0000,0,0,0,0,0,0,0,0
629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
630,0.0000,0.0000,0.0000,0.0126,0.0407,0.0281,0,0,0,0,1,-1,0,0
631,0.2000,0.3333,0.1333,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,1
632,0.2000,0.4000,0.2000,0.0859,0.1377,0.0517,0,0,0,0,0,0,0,0
633,0.6667,0.6667,0.0000,0.2000,0.0857,-0.1143,0,0,0,0,0,0,0,0
634,1.0000,1.0000,0.0000,0.1154,0.0000,-0.1154,0,0,0,0,0,0,0,0
635,0.4000,0.4000,0.0000,0.0751,0.0439,-0.0312,0,0,0,0,0,0,0,0
636,0.0000,1.0000,1.0000,0.0376,0.0984,0.0607,0,0,0,0,0,0,0,0
637,0.2500,0.2500,0.0000,0.0733,0.0536,-0.0198,0,0,0,0,0,0,0,0
638,0.2000,0.5000,0.3000,0.0066,0.1165,0.1099,0,0,0,0,0,0,0,0
639,0.0000,0.0000,0.0000,0.0387,0.0342,-0.0045,0,0,0,0,0,0,0,0
640,0.0000,1.0000,1.0000,0.0000,0.3846,0.3846,0,0,0,0,0,0,0,0
641,0.4000,0.3333,-0.0667,0.0306,0.0423,0.0117,0,2,2,1,2,-1,0,0
642,0.0000,0.0000,0.0000,0.0049,0.0300,0.0251,0,0,0,2,0,2,1,1
643,0.6000,0.6000,0.0000,0.0052,0.0238,0.0187,0,0,0,0,0,0,1,1
644,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,1,0,1,0,0
645,1.0000,1.0000,0.0000,0.1250,0.4146,0.2896,0,0,0,0,0,0,0,0
646,0.1667,0.2000,0.0333,0.0794,0.1193,0.0399,0,0,0,0,0,0,1,1
647,0.0000,0.0000,0.0000,0.0108,0.0000,-0.0108,0,0,0,0,0,0,0,0
648,0.0000,0.0000,0.0000,0.0391,0.1541,0.1150,0,0,0,1,1,0,0,0
649,0.3333,0.6667,0.3333,0.2090,0.3485,0.1395,0,0,0,0,0,0,0,0
650,0.2500,0.2500,0.0000,0.0099,0.0370,0.0271,0,0,0,0,0,0,0,0
651,0.6000,0.6000,0.0000,0.0174,0.0000,-0.0174,0,0,0,0,0,0,1,1
652,1.0000,0.0000,-1.0000,0.0441,1.0000,0.9559,0,0,0,0,0,0,0,0
653,1.0000,0.0000,-1.0000,0.0157,0.0159,0.0001,0,0,0,0,0,0,0,0
654,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
656,1.0000,1.0000,0.0000,0.0055,0.0304,0.0249,0,0,0,0,0,0,0,0
657,0.2000,0.4000,0.2000,0.1335,0.0320,-0.1015,0,0,0,0,2,-2,0,0
658,0.2000,0.2500,0.0500,0.0547,0.0421,-0.0125,1,0,-1,1,0,1,1,0
659,0.4000,0.6667,0.2667,0.0551,0.2290,0.1740,0,0,0,1,1,0,0,0
660,0.0000,0.0000,0.0000,0.0000,0.0020,0.0020,0,0,0,0,0,0,0,0
661,0.3333,0.0000,-0.3333,0.1818,0.2778,0.0960,0,0,0,0,0,0,0,0
662,0.0000,0.0000,0.0000,0.0068,0.0155,0.0087,0,0,0,0,0,0,0,0
663,0.0000,0.0000,0.0000,0.0679,0.0852,0.0173,1,0,-1,0,0,0,1,0
664,0.6667,0.3333,-0.3333,0.2542,0.1818,-0.0724,0,0,0,0,0,0,0,0
665,0.4000,0.6000,0.2000,0.0604,0.1283,0.0679,0,0,0,0,1,-1,0,0
666,0.3333,0.5000,0.1667,0.0192,0.0930,0.0739,0,0,0,0,0,0,0,0
667,0.5000,0.5000,0.0000,0.1781,0.0000,-0.1781,0,0,0,0,0,0,0,0
668,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
669,1.0000,0.5000,-0.5000,0.1073,0.1429,0.0355,0,0,0,0,0,0,0,0
670,0.6667,0.5000,-0.1667,0.0142,0.0953,0.0811,2,0,-2,2,1,1,0,0
671,0.5000,0.4000,-0.1000,0.0468,0.2103,0.1635,0,0,0,0,0,0,0,0
672,0.3333,0.3333,0.0000,0.0403,0.1888,0.1485,0,0,0,0,0,0,0,0
673,0.5000,0.5000,0.0000,0.0132,0.0894,0.0762,0,0,0,0,0,0,0,0
674,0.0000,0.0000,0.0000,0.0095,0.0021,-0.0074,0,0,0,0,0,0,0,0
675,0.0000,0.0000,0.0000,0.0323,0.3000,0.2677,0,0,0,0,0,0,0,0
676,0.0000,0.3333,0.3333,0.0822,0.0833,0.0011,0,0,0,0,0,0,0,0
677,0.8000,0.4000,-0.4000,0.0392,0.0851,0.0459,0,0,0,0,0,0,0,0
678,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
680,0.0000,0.0000,0.0000,0.0000,0.0111,0.0111,0,0,0,0,2,-2,0,1
681,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0,0,0
682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
683,0.5000,0.2500,-0.2500,0.1684,0.0296,-0.1388,0,0,0,1,3,-2,0,0
684,0.2500,0.5000,0.2500,0.0717,0.0801,0.0083,0,0,0,0,0,0,0,0
685,0.8000,0.5000,-0.3000,0.1955,0.3286,0.1330,0,0,0,0,0,0,0,0
686,0.2000,0.2500,0.0500,0.1243,0.3224,0.1980,0,0,0,0,0,0,0,0
687,0.8000,0.8000,0.0000,0.1245,0.2927,0.1682,0,0,0,0,0,0,1,1
688,0.0000,0.0000,0.0000,0.3333,0.0000,-0.3333,0,0,0,0,0,0,0,0
689,0.0000,0.0000,0.0000,0.0128,0.0089,-0.0039,0,0,0,0,0,0,0,0
690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
691,0.0000,0.0000,0.0000,0.3494,0.5625,0.2131,0,0,0,0,0,0,0,0
692,0.0000,0.0000,0.0000,0.0854,0.0000,-0.0854,0,0,0,1,0,1,0,0
693,0.0000,1.0000,1.0000,0.0849,0.0250,-0.0599,0,0,0,0,0,0,0,0
694,0.3333,0.6667,0.3333,0.0556,0.0476,-0.0079,0,0,0,0,0,0,0,0
695,0.3333,0.5000,0.1667,0.9524,0.0823,-0.8701,0,0,0,0,0,0,0,1
696,0.0000,0.5000,0.5000,0.2000,0.2424,0.0424,0,0,0,0,0,0,0,0
697,0.6667,0.5000,-0.1667,0.0341,0.0802,0.0461,0,0,0,0,0,0,0,0
698,0.0000,0.0000,0.0000,0.0776,0.0625,-0.0151,0,0,0,0,0,0,0,0
699,0.0000,1.0000,1.0000,0.0078,0.0339,0.0261,0,0,0,0,0,0,0,0
700,1.0000,1.0000,0.0000,0.0606,0.0164,-0.0442,0,0,0,0,1,-1,0,0
701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,1
703,0.0000,0.0000,0.0000,0.0037,0.0000,-0.0037,0,0,0,0,0,0,0,0
704,0.0000,0.0000,0.0000,0.0187,0.0554,0.0367,0,0,0,0,0,0,0,0
705,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0,0,0,0,0,0,0,0
706,0.3333,0.2500,-0.0833,0.0728,0.1014,0.0286,0,0,0,0,1,-1,0,0
707,0.2000,0.5000,0.3000,0.0774,0.0597,-0.0178,0,0,0,0,0,0,0,0
708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,1
709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
710,0.6667,0.6667,0.0000,0.2200,0.1507,-0.0693,0,0,0,0,0,0,0,0
711,0.0000,0.0000,0.0000,0.0075,0.0978,0.0904,0,0,0,0,0,0,0,0
712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
713,0.3333,0.0000,-0.3333,0.0952,0.0000,-0.0952,0,0,0,0,0,0,0,0
714,0.3333,0.6000,0.2667,0.0326,0.0853,0.0527,0,0,0,0,0,0,0,0
715,0.6000,0.8000,0.2000,0.0078,0.0000,-0.0078,0,0,0,0,0,0,0,0
716,0.0000,0.0000,0.0000,0.0588,0.0000,-0.0588,0,0,0,0,0,0,0,0
717,0.0000,0.0000,0.0000,0.0000,0.0122,0.0122,0,0,0,0,0,0,0,0
718,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0,0,0,0,0,0,0,0
719,0.0000,0.0000,0.0000,0.1750,0.1571,-0.0179,0,0,0,0,0,0,0,0
720,0.0000,0.0000,0.0000,0.1091,0.2241,0.1150,0,0,0,0,0,0,0,0
721,0.5000,0.0000,-0.5000,0.5385,1.0000,0.4615,0,0,0,0,0,0,0,0
722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
723,0.0000,0.0000,0.0000,0.0078,0.0022,-0.0056,0,0,0,0,1,-1,0,0
724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,1
725,1.0000,1.0000,0.0000,0.0000,0.0078,0.0078,0,0,0,0,0,0,0,0
726,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
728,0.5000,0.5000,0.0000,0.0075,0.0381,0.0306,0,0,0,0,0,0,0,0
729,0.0000,0.0000,0.0000,0.0274,0.9302,0.9028,0,0,0,0,0,0,0,0
730,0.0000,0.0000,0.0000,0.0297,0.0222,-0.0075,0,0,0,1,0,1,0,0
731,1.0000,1.0000,0.0000,0.0000,0.4865,0.4865,0,0,0,1,0,1,0,0
732,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,1,0,1,0,0
733,0.0000,0.6667,0.6667,0.0000,0.1000,0.1000,0,0,0,0,0,0,0,0
734,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
735,0.3333,0.5000,0.1667,0.0241,0.0367,0.0126,0,0,0,0,0,0,0,0
736,0.5000,0.2500,-0.2500,0.0435,0.0082,-0.0352,0,1,1,0,3,-3,0,1
737,0.8000,0.8000,0.0000,0.1113,0.1481,0.0368,0,0,0,0,0,0,0,0
738,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
739,0.5000,1.0000,0.5000,0.2319,0.3774,0.1455,0,0,0,1,0,1,0,0
740,0.5000,0.0000,-0.5000,0.0563,0.2857,0.2294,0,0,0,0,0,0,1,0
741,0.0000,1.0000,1.0000,0.0000,0.1212,0.1212,0,0,0,1,0,1,0,0
742,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,1,0,1,0,0
743,0.2000,0.4000,0.2000,0.0584,0.1549,0.0965,0,0,0,1,0,1,0,0
744,0.0000,0.0000,0.0000,0.0000,0.0938,0.0938,0,0,0,0,0,0,0,1
745,0.4000,0.2500,-0.1500,0.0398,0.1032,0.0635,0,0,0,1,0,1,0,0
746,0.0000,0.0000,0.0000,0.0096,0.0188,0.0092,0,0,0,0,4,-4,0,0
747,0.4000,0.2000,-0.2000,0.0718,0.0438,-0.0280,0,0,0,1,0,1,0,0
748,0.5000,0.0000,-0.5000,0.0000,1.0000,1.0000,0,0,0,0,0,0,0,0
749,0.0000,0.0000,0.0000,0.0354,0.0568,0.0214,0,0,0,0,0,0,1,1
750,0.0000,1.0000,1.0000,0.1346,0.0494,-0.0852,0,0,0,0,0,0,0,0
751,0.4000,0.3333,-0.0667,0.2000,0.1065,-0.0935,0,0,0,0,2,-2,0,0
752,0.2500,0.0000,-0.2500,0.0583,0.0305,-0.0277,0,0,0,1,0,1,0,0
753,1.0000,0.0000,-1.0000,0.0000,0.0698,0.0698,0,0,0,0,0,0,0,0
754,0.0000,0.0000,0.0000,0.0000,0.0370,0.0370,0,0,0,0,0,0,0,0
755,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,1
756,1.0000,0.0000,-1.0000,0.0000,0.0051,0.0051,0,0,0,0,0,0,0,0
757,1.0000,1.0000,0.0000,0.1290,0.1905,0.0614,0,0,0,0,0,0,0,0
758,0.0000,0.0000,0.0000,0.1098,0.0642,-0.0457,0,0,0,0,0,0,0,0
759,0.0000,0.0000,0.0000,0.0934,0.0909,-0.0025,0,0,0,0,0,0,0,0
760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
761,1.0000,1.0000,0.0000,0.0000,0.1463,0.1463,0,0,0,0,0,0,0,0
762,0.5000,0.4000,-0.1000,0.2511,0.1828,-0.0683,0,0,0,0,0,0,0,0
763,0.0000,0.0000,0.0000,0.0994,0.0364,-0.0631,0,0,0,0,0,0,0,0
764,0.0000,0.0000,0.0000,0.0270,0.0000,-0.0270,0,0,0,0,1,-1,0,0
765,0.2500,0.2500,0.0000,0.0051,0.0000,-0.0051,0,0,0,0,0,0,1,1
766,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
767,1.0000,1.0000,0.0000,0.5000,0.5833,0.0833,0,0,0,0,0,0,0,0
768,1.0000,0.0000,-1.0000,0.0667,1.0000,0.9333,0,0,0,0,0,0,0,0
769,0.0000,0.0000,0.0000,0.2160,0.1238,-0.0923,0,0,0,0,0,0,0,0
770,0.5000,0.4000,-0.1000,0.1889,0.0603,-0.1286,0,0,0,0,0,0,1,0
771,0.2500,0.3333,0.0833,0.0014,0.0011,-0.0003,0,0,0,3,0,3,0,0
772,0.2500,0.3333,0.0833,0.0000,0.1207,0.1207,0,0,0,0,0,0,0,0
773,0.7500,0.7500,0.0000,0.0969,0.0547,-0.0422,0,0,0,0,0,0,0,0
774,0.0000,0.0000,0.0000,0.0000,0.0175,0.0175,0,0,0,0,1,-1,0,0
775,0.0000,0.0000,0.0000,0.0000,0.7000,0.7000,0,0,0,0,0,0,0,0
776,0.2000,0.2000,0.0000,0.0793,0.0647,-0.0146,0,0,0,3,2,1,0,0
777,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
778,0.3333,0.5000,0.1667,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0
779,1.0000,0.5000,-0.5000,0.0000,0.0303,0.0303,0,0,0,0,0,0,0,0
780,0.0000,0.0000,0.0000,0.1940,0.1952,0.0012,0,0,0,0,0,0,0,0
781,0.0000,0.0000,0.0000,0.0728,0.0505,-0.0223,0,0,0,0,0,0,0,0
782,1.0000,1.0000,0.0000,0.0625,0.0000,-0.0625,0,0,0,0,0,0,0,0
783,0.2000,0.2000,0.0000,0.0581,0.1039,0.0458,0,0,0,0,4,-4,0,0
784,0.0000,0.0000,0.0000,0.0000,0.0741,0.0741,0,0,0,0,0,0,0,1
785,0.0000,0.0000,0.0000,0.0308,0.1163,0.0855,0,0,0,0,0,0,0,0
786,0.0000,0.0000,0.0000,0.0557,0.0783,0.0226,0,0,0,0,0,0,0,1
787,0.0000,0.0000,0.0000,0.0090,0.0240,0.0150,0,0,0,0,0,0,0,1
788,0.2500,0.5000,0.2500,0.1170,0.0516,-0.0654,1,0,-1,0,0,0,0,0
789,0.4000,0.4000,0.0000,0.0337,0.0647,0.0310,0,0,0,0,2,-2,0,0
790,0.6667,0.6667,0.0000,0.3462,0.2000,-0.1462,0,0,0,0,0,0,0,0
791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
792,1.0000,1.0000,0.0000,0.0537,0.3348,0.2811,0,0,0,1,1,0,1,0
793,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
794,0.0000,0.0000,0.0000,0.0011,0.0165,0.0154,0,0,0,1,0,1,1,1
795,1.0000,0.2000,-0.8000,0.0930,0.0049,-0.0882,0,0,0,0,1,-1,0,0
796,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,1
797,0.0000,0.0000,0.0000,0.0000,0.4167,0.4167,0,0,0,0,0,0,0,0
798,0.5000,0.3333,-0.1667,0.1377,0.3833,0.2456,0,0,0,0,0,0,1,1
799,0.5000,0.5000,0.0000,0.0145,0.0060,-0.0085,0,0,0,0,1,-1,0,0
800,0.8000,0.6667,-0.1333,0.0644,0.0657,0.0012,0,0,0,0,0,0,0,1
801,0.0000,0.0000,0.0000,0.0000,0.2632,0.2632,0,0,0,0,0,0,0,0
802,0.0000,0.0000,0.0000,0.0000,0.0199,0.0199,0,0,0,0,0,0,0,0
803,0.0000,0.0000,0.0000,0.1000,0.1394,0.0394,0,0,0,0,0,0,0,0
804,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
805,1.0000,1.0000,0.0000,0.0714,0.1034,0.0320,0,0,0,0,0,0,0,0
806,1.0000,1.0000,0.0000,0.0000,0.5106,0.5106,0,0,0,0,0,0,0,0
807,1.0000,1.0000,0.0000,0.0217,0.0833,0.0616,0,0,0,0,0,0,0,0
808,0.2500,0.3333,0.0833,0.0267,0.0333,0.0067,0,0,0,0,0,0,0,0
809,1.0000,0.0000,-1.0000,0.0227,0.0000,-0.0227,0,0,0,0,0,0,0,0
810,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0,0,0,0,0,0,0,0
811,0.6000,0.6000,0.0000,0.0614,0.1502,0.0887,0,0,0,0,0,0,0,0
812,0.6000,0.3333,-0.2667,0.0093,0.1217,0.1124,0,0,0,0,0,0,0,0
813,0.6667,1.0000,0.3333,0.1492,0.6977,0.5485,0,0,0,1,0,1,0,0
814,0.5000,0.4000,-0.1000,0.0997,0.0610,-0.0387,0,0,0,1,1,0,0,0
815,1.0000,1.0000,0.0000,0.5000,1.0000,0.5000,0,0,0,0,0,0,0,0
816,0.2000,0.2000,0.0000,0.1270,0.1571,0.0302,0,0,0,0,0,0,1,1
817,0.3333,0.3333,0.0000,0.0690,0.0331,-0.0358,0,0,0,0,0,0,0,0
818,0.6000,0.5000,-0.1000,0.0725,0.1197,0.0472,0,0,0,0,1,-1,1,0
819,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
821,0.0000,0.0000,0.0000,0.0000,0.0419,0.0419,0,0,0,0,0,0,0,1
822,0.5000,0.0000,-0.5000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
823,0.6667,0.3333,-0.3333,0.0612,0.0435,-0.0177,0,0,0,0,0,0,1,0
824,1.0000,1.0000,0.0000,0.0091,0.0094,0.0003,0,0,0,2,0,2,0,0
825,0.0000,0.0000,0.0000,0.4375,0.9423,0.5048,0,0,0,0,0,0,0,0
826,0.0000,0.0000,0.0000,0.1750,0.2295,0.0545,0,0,0,0,0,0,0,0
827,0.5000,1.0000,0.5000,0.0061,0.0202,0.0141,0,0,0,0,0,0,0,0
828,0.0000,0.0000,0.0000,0.0364,0.1923,0.1559,0,0,0,1,0,1,0,0
829,0.3333,0.3333,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,1
830,0.0000,0.0000,0.0000,0.0068,0.0494,0.0426,0,0,0,0,0,0,0,0
831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
832,0.5000,0.0000,-0.5000,0.0000,0.0208,0.0208,0,0,0,0,1,-1,0,0
833,0.4000,0.3333,-0.0667,0.0924,0.0056,-0.0868,0,0,0,0,2,-2,0,0
834,0.2000,0.2500,0.0500,0.0145,0.0951,0.0806,0,0,0,0,1,-1,0,0
835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
836,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
837,0.0000,1.0000,1.0000,0.0000,0.1000,0.1000,0,0,0,0,0,0,0,0
838,0.0000,0.0000,0.0000,0.0469,0.0408,-0.0061,0,0,0,0,0,0,0,0
839,0.3333,0.6667,0.3333,0.1071,0.3750,0.2679,0,0,0,0,0,0,0,0
840,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
841,0.0000,0.0000,0.0000,0.0521,0.1197,0.0675,0,0,0,0,0,0,0,0
842,0.0000,0.0000,0.0000,0.0000,0.3571,0.3571,0,0,0,0,0,0,0,0
843,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0,0,0,0,0,0,0,0
844,0.0000,0.0000,0.0000,0.0625,0.1346,0.0721,0,0,0,0,0,0,1,1
845,0.5000,0.5000,0.0000,0.0833,0.1765,0.0931,0,0,0,0,0,0,0,0
846,0.6667,0.8000,0.1333,0.0845,0.1310,0.0465,0,0,0,0,0,0,0,1
847,0.0000,0.5000,0.5000,0.0167,0.8240,0.8073,0,0,0,0,0,0,0,0
848,0.0000,0.0000,0.0000,0.2546,0.0763,-0.1783,0,0,0,2,0,2,0,0
849,0.0000,0.0000,0.0000,0.0658,0.2000,0.1342,0,0,0,0,0,0,0,0
850,0.0000,0.0000,0.0000,0.0929,0.0735,-0.0193,0,0,0,0,0,0,0,0
851,0.0000,0.0000,0.0000,0.0298,0.0090,-0.0208,0,0,0,2,0,2,0,0
852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
853,0.1667,0.2000,0.0333,0.0291,0.0196,-0.0095,0,0,0,0,0,0,0,0
